spelling	coltheart.N	OLD20	celex.frequency	celex.cd	celex.frequency.lemma	subtlex.frequency	subtlex.cd	subtlex.frequency.lemma	subtlex.frequency.million	subtlex.log10.frequency	subtlex.cd.percentage	subtlex.log10.cd	subtlex.dominant.pos	subtlex.dominant.pos.frequency	subtlex.dominant.pos.lemma	subtlex.dominant.pos.lemma.frequency	subtlex.all.pos	subtlex.all.pos.frequency	subtlex.all.pos.lemma.frequency	summed.monogram	summed.bigram	summed.trigram	stress	nchar	nsyl	celex.morphology	celex.flection	celex.synclass
vermang	6	1.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2947279	275335	51431	NA	NA	NA	NA	NA	NA
vermangd	2	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3109070	292770	44374	NA	NA	NA	NA	NA	NA
vermangt	4	1.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3177852	296811	44762	NA	NA	NA	NA	NA	NA
vermankt	2	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3155505	282041	44166	NA	NA	NA	NA	NA	NA
vermde	4	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3076913	326188	62441	NA	NA	NA	NA	NA	NA
vermeed	8	1.5	179	105	2194	17	17	704	0.3888	1.2553	0.2107	1.2553	WW	16	vermijden	703	.WW.ADJ.	.16.1.	.703.1.	3682739	285762	42314	1	7	2	complex	singular past	Verb
vermeeld	6	1.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3841113	334048	53855	NA	NA	NA	NA	NA	NA
vermees	6	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3722757	301399	52097	NA	NA	NA	NA	NA	NA
vermeld	6	1.6	1653	397	3352	197	180	376	4.505	2.2967	2.2305	2.2577	WW	197	vermelden	376	.WW.	.197.	.376.	3235287	298274	49920	1	7	2	complex	participle past.singular 1p present.singular 2p present inversed	Verb
vermeldt	2	1.85	440	168	3352	43	42	376	0.9833	1.6435	0.5204	1.6335	WW	43	vermelden	376	.WW.	.43.	.376.	3465860	304881	48351	1	8	2	complex	singular 2p present.singular 3p present	Verb
vermen	13	1.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198036	427638	114293	NA	NA	NA	NA	NA	NA
vermengd	3	1.7	532	202	1049	56	56	121	1.2806	1.7559	0.6939	1.7559	WW	56	vermengen	121	.WW.	.56.	.121.	3484123	411486	47616	1	8	2	complex	participle past	Verb
vermerst	2	1.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3613173	439487	69560	NA	NA	NA	NA	NA	NA
vermes	5	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3116931	265625	47806	NA	NA	NA	NA	NA	NA
vermest	5	1.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3347504	323325	53788	NA	NA	NA	NA	NA	NA
vermicht	4	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2903222	289142	58593	NA	NA	NA	NA	NA	NA
vermied	6	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3302742	272821	40388	NA	NA	NA	NA	NA	NA
vermijd	4	1.75	104	45	2194	109	100	703	2.4926	2.0414	1.2392	2.0043	WW	109	vermijden	703	.WW.	.109.	.703.	2738949	253464	41588	1	7	2	complex	singular 1p present.singular 2p present inversed	Verb
vermijdt	3	1.8	114	77	2194	41	39	703	0.9376	1.6232	0.4833	1.6021	WW	41	vermijden	703	.WW.	.41.	.703.	2969522	260071	41850	1	8	2	complex	singular 2p present.singular 3p present	Verb
vermikt	4	1.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2867647	241927	40652	NA	NA	NA	NA	NA	NA
verminkt	2	1.8	174	113	298	200	167	331	4.5736	2.3032	2.0694	2.2253	WW	198	verminken	319	.WW.ADJ.	.198.2.	.319.12.	3150561	286372	44291	1	8	2	undetermined	participle past.singular 2p present.singular 3p present	Verb
vermits	1	1.85	77	30	77	52	41	52	1.1891	1.7243	0.5081	1.6232	VG	52	vermits	52	.VG.	.52.	.52.	2967507	256050	40667	1	7	2	undetermined	headword	Conjunction
vermocht	2	1.85	88	56	1740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2881301	283323	55354	1	8	2	complex	participle past.singular past	Verb
vermoed	7	1.4	702	265	2788	460	407	1007	10.5192	2.6637	5.0434	2.6107	WW	460	vermoeden	1007	.WW.	.460.	.1007.	3280821	259851	41893	1	7	2	undetermined	participle past.singular 1p present.singular 2p present inversed	Verb
vermoedt	5	1.7	248	136	2788	143	137	1007	3.2701	2.1584	1.6976	2.1399	WW	143	vermoeden	1007	.WW.	.143.	.1007.	3511394	266458	41680	1	8	2	undetermined	singular 2p present.singular 3p present	Verb
vermoeid	5	1.55	744	256	1423	139	128	308	3.1786	2.1461	1.5861	2.1106	ADJ	108	vermoeid	122	.ADJ.WW.	.108.31.	.122.186.	3506650	271692	50479	1	8	2	complex.lexicalised	participle past.positive	Adjective.Verb
vermoend	5	1.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3563735	438713	83209	NA	NA	NA	NA	NA	NA
vermomd	3	1.7	144	93	225	167	144	298	3.8189	2.2253	1.7844	2.1614	WW	167	vermommen	298	.WW.	.167.	.298.	2751114	235826	37740	1	7	2	complex	participle past	Verb
vermoord	4	1.65	1230	270	2026	14638	4378	26514	334.7403	4.1655	54.2503	3.6414	WW	14623	vermoorden	26471	.WW.ADJ.SPEC.N.	.14623.8.4.3.	.26471.10.4.29.	3144572	294964	53912	1	8	2	complex	participle past.singular 1p present.singular 2p present inversed	Verb
vermos	4	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2715013	230654	37761	NA	NA	NA	NA	NA	NA
vermot	6	1.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2743777	233983	38178	NA	NA	NA	NA	NA	NA
vernak	7	1.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2848813	208491	37128	NA	NA	NA	NA	NA	NA
vernam	2	1.85	308	140	1583	40	38	335	0.9147	1.6128	0.4709	1.5911	WW	40	vernemen	335	.WW.	.40.	.335.	2822983	205316	36880	1	6	2	complex	singular past	Verb
vernast	8	1.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3179246	292257	49007	NA	NA	NA	NA	NA	NA
verneeld	6	1.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4047908	328877	53750	NA	NA	NA	NA	NA	NA
verneend	4	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4172448	459453	87615	NA	NA	NA	NA	NA	NA
verneept	2	1.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4043820	284136	43283	NA	NA	NA	NA	NA	NA
verneer	6	1.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3993412	383216	75732	NA	NA	NA	NA	NA	NA
verneerd	4	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4155203	410193	74258	NA	NA	NA	NA	NA	NA
vernelt	4	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3510864	292313	41399	NA	NA	NA	NA	NA	NA
vernen	9	1.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3404831	422467	111328	NA	NA	NA	NA	NA	NA
vernend	6	1.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3566622	423679	84984	NA	NA	NA	NA	NA	NA
verneurd	2	1.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3631726	271574	44608	NA	NA	NA	NA	NA	NA
vernield	3	1.75	210	122	507	382	316	818	8.7355	2.5832	3.9157	2.5011	WW	382	vernielen	818	.WW.	.382.	.818.	3667911	319642	49443	1	8	2	undetermined	participle past	Verb
verniend	4	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3792451	450218	84625	NA	NA	NA	NA	NA	NA
verniet	5	1.7	NA	NA	NA	1	1	1	0.0229	0.301	0.0124	0.301	N	1	verniet	1	.N.	.1.	.1.	3578319	280055	42045	NA	NA	NA	NA	NA	NA
vernieuwd	2	2.05	143	99	543	53	49	181	1.212	1.7324	0.6072	1.699	WW	52	vernieuwen	180	.WW.SPEC.	.52.1.	.180.1.	3631002	272455	40369	1	9	2	complex	participle past	Verb
vernis	3	1.8	122	28	313	18	18	18	0.4116	1.2788	0.223	1.2788	N	18	vernis	18	.N.	.18.	.18.	2943729	246029	39630	1	6	2	monomorphemic	singular.singular 1p present.singular 2p present inversed	Noun.Verb
vernocht	4	1.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3088096	278617	53989	NA	NA	NA	NA	NA	NA
vernoedt	4	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3718189	261752	39934	NA	NA	NA	NA	NA	NA
vernoemd	2	1.8	52	38	82	177	156	255	4.0476	2.2504	1.9331	2.1959	WW	177	vernoemen	255	.WW.	.177.	.255.	3563735	252881	38104	1	8	2	complex	participle past	Verb
vernoest	3	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3758207	328482	53086	NA	NA	NA	NA	NA	NA
vernof	3	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2764239	196628	35707	NA	NA	NA	NA	NA	NA
vernoopt	4	1.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3239984	267202	40195	NA	NA	NA	NA	NA	NA
verns	2	1.8	NA	NA	NA	1	1	1	0.0229	0.301	0.0124	0.301	SPEC	1	verns	1	.SPEC.	.1.	.1.	2717900	229831	37667	NA	NA	NA	NA	NA	NA
vernuft	3	1.85	111	76	111	21	18	21	0.4802	1.3424	0.223	1.2788	N	21	vernuft	21	.N.	.21.	.21.	2873253	220996	36317	1	7	2	monomorphemic	singular	Noun
vernuist	3	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3256651	316454	52026	NA	NA	NA	NA	NA	NA
veroond	5	1.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3085698	336616	62048	NA	NA	NA	NA	NA	NA
verpakt	8	1.5	270	154	422	92	86	135	2.1038	1.9685	1.0657	1.9395	WW	92	verpakken	135	.WW.	.92.	.135.	2881976	242255	40356	1	7	2	complex	participle past.singular 2p present.singular 3p present	Verb
verplaatst	1	2.1	375	224	1166	582	491	1482	13.3091	2.7657	6.0843	2.692	WW	582	verplaatsen	1482	.WW.	.582.	.1482.	3601556	366585	60415	1	10	2	complex	participle past.singular 2p present.singular 3p present	Verb
verplecht	3	2.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3450978	315075	57890	NA	NA	NA	NA	NA	NA
verpleegd	1	2.1	99	60	262	14	13	48	0.3202	1.1761	0.1611	1.1461	WW	14	verplegen	48	.WW.	.14.	.48.	3974794	301672	43339	1	9	2	undetermined	participle past	Verb
verpleen	1	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3971621	477002	114950	NA	NA	NA	NA	NA	NA
verpleep	2	1.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3774211	268726	42672	NA	NA	NA	NA	NA	NA
verplicht	0	2.05	1728	428	2341	671	569	800	15.3444	2.8274	7.0508	2.7559	WW	641	verplichten	760	.WW.ADJ.	.641.30.	.760.40.	3070981	310604	59222	1	9	2	complex.lexicalised	participle past.positive.singular 1p present.singular 2p present.singular 2p present inversed.singular 3p present	Adjective.Verb
verploog	2	1.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3009167	251819	42762	NA	NA	NA	NA	NA	NA
verraad	2	1.85	541	212	1941	834	573	2989	19.0718	2.9217	7.1004	2.7589	N	757	verraad	757	.N.WW.SPEC.ADJ.	.757.74.2.1.	.757.2229.2.1.	3122183	279588	42599	1	7	2	undetermined	singular.singular 1p present.singular 2p present inversed	Noun.Verb
verraadt	2	1.85	216	133	1406	274	236	2228	6.2658	2.4393	2.9244	2.3747	WW	274	verraden	2228	.WW.	.274.	.2228.	3352756	286195	42306	1	8	2	undetermined	singular 2p present.singular 3p present	Verb
verrast	6	1.5	985	285	1780	939	791	1890	21.473	2.9731	9.8017	2.8987	WW	935	verrassen	1885	.WW.ADJ.N.	.935.2.2.	.1885.3.2.	3162001	306902	49325	1	7	2	lexicalised.monomorphemic	participle past.positive.singular 2p present.singular 3p present	Adjective.Verb
verrat	6	1.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2960192	258369	39042	NA	NA	NA	NA	NA	NA
verre	5	1.65	2250	494	24517	382	335	6634	8.7355	2.5832	4.1512	2.5263	ADJ	313	ver	6564	.ADJ.BW.SPEC.N.	.313.50.18.1.	.6564.50.18.2.	3104672	294692	43658	10	5	2	monomorphemic.undetermined	headword.positive.positive suffix-e	Adjective.Adverb
verred	4	1.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3266463	271350	38885	NA	NA	NA	NA	NA	NA
verreekt	2	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4043020	322422	45047	NA	NA	NA	NA	NA	NA
verrees	6	1.7	87	58	367	9	9	97	0.2058	1	0.1115	1	WW	9	verrijzen	97	.WW.	.9.	.97.	3912307	322761	51895	1	7	2	complex	singular past	Verb
verreesd	2	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4074098	320896	42528	NA	NA	NA	NA	NA	NA
verreidt	5	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3722865	289798	45601	NA	NA	NA	NA	NA	NA
verrek	4	1.6	165	70	342	359	222	487	8.2096	2.5563	2.7509	2.3483	WW	352	verrekken	480	.WW.N.	.352.7.	.480.7.	3206621	251727	40784	1	6	2	complex.irrelevant	headword.singular 1p present.singular 2p present inversed	Interjection.Verb
verricht	2	1.85	1590	401	3451	315	290	559	7.2034	2.4997	3.5936	2.4639	WW	310	verrichten	554	.WW.N.ADJ.	.310.4.1.	.554.4.1.	3092772	305537	57303	1	8	2	undetermined	participle past.singular 1p present.singular 2p present.singular 2p present inversed.singular 3p present	Verb
verried	4	1.8	178	94	1406	19	19	2228	0.4345	1.301	0.2354	1.301	WW	19	verraden	2228	.WW.	.19.	.2228.	3492292	289216	41276	1	7	2	undetermined	singular past	Verb
verriend	3	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3775206	468078	86142	NA	NA	NA	NA	NA	NA
verriest	4	1.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3762883	362553	58138	NA	NA	NA	NA	NA	NA
verrijkt	3	1.75	180	112	374	36	36	92	0.8232	1.5682	0.4461	1.5682	WW	36	verrijken	92	.WW.	.36.	.92.	3099230	287592	52630	1	8	2	complex	participle past.singular 2p present.singular 3p present	Verb
verrijpt	3	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3082785	277825	45194	NA	NA	NA	NA	NA	NA
verrild	5	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3044840	258972	39261	NA	NA	NA	NA	NA	NA
verroegd	3	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3594667	275299	42550	NA	NA	NA	NA	NA	NA
verroet	6	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3539153	281678	43116	NA	NA	NA	NA	NA	NA
verrolg	3	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2985424	232602	36836	NA	NA	NA	NA	NA	NA
verrucht	3	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2949292	281849	54778	NA	NA	NA	NA	NA	NA
verruik	4	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2908973	226056	40348	NA	NA	NA	NA	NA	NA
verruimd	3	1.75	87	55	259	4	4	43	0.0915	0.699	0.0496	0.699	WW	4	verruimen	43	.WW.	.4.	.43.	3044934	247840	40284	1	8	2	complex	participle past	Verb
verrukt	2	1.75	313	154	378	88	78	92	2.0124	1.9494	0.9665	1.8976	WW	81	verrukken	84	.WW.ADJ.	.81.7.	.84.8.	2913717	236591	38979	1	7	2	complex.lexicalised	participle past.positive.singular 2p present.singular 3p present	Adjective.Verb
verrunt	5	1.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3094682	249237	38296	NA	NA	NA	NA	NA	NA
vers	8	1.25	954	309	2359	781	655	1339	17.8598	2.8932	8.1165	2.8169	ADJ	649	vers	1153	.ADJ.N.	.649.132.	.1153.186.	2434986	232140	57880	1	4	1	monomorphemic	positive.singular	Adjective.Noun
verschaak	3	1.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3136005	327143	80121	NA	NA	NA	NA	NA	NA
verschaakt	3	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3366578	362064	82946	NA	NA	NA	NA	NA	NA
verschaast	3	2.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3466438	410909	90769	NA	NA	NA	NA	NA	NA
verschaft	0	1.9	666	257	1982	79	74	210	1.8066	1.9031	0.917	1.8751	WW	78	verschaffen	209	.WW.ADJ.	.78.1.	.209.1.	3078096	324058	76523	1	9	2	complex	participle past.singular 2p present.singular 3p present	Verb
verscheeg	4	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3908458	342999	81213	NA	NA	NA	NA	NA	NA
verscheen	3	1.65	2684	439	7396	344	288	1482	7.8666	2.5378	3.5688	2.4609	WW	344	verschijnen	1482	.WW.	.344.	.1482.	4067076	535764	152732	1	9	2	undetermined	singular past	Verb
verschelt	1	1.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3567283	369836	82959	NA	NA	NA	NA	NA	NA
verscheurd	1	1.95	192	124	569	203	178	485	4.6422	2.3096	2.2057	2.2529	WW	201	verscheuren	474	.WW.ADJ.SPEC.	.201.1.1.	.474.10.1.	3688145	349097	85491	1	10	2	complex	participle past	Verb
verschielt	1	2.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3793112	392316	81364	NA	NA	NA	NA	NA	NA
verschiet	2	1.85	128	99	423	22	21	56	0.5031	1.3617	0.2602	1.3424	N	17	verschiet	17	.N.WW.	.17.5.	.17.39.	3634738	353519	79533	1	9	2	complex.undetermined	singular.singular 1p present.singular 2p present.singular 2p present inversed.singular 3p present	Noun.Verb
verschijnt	0	2.45	918	286	7396	395	351	1482	9.0328	2.5977	4.3494	2.5465	WW	395	verschijnen	1482	.WW.	.395.	.1482.	3353859	350763	80263	1	10	2	undetermined	singular 2p present.singular 3p present	Verb
verschil	1	1.8	4549	632	15809	2371	1724	2997	54.2198	3.3751	21.3631	3.2368	N	2365	verschil	2580	.N.WW.ADJ.	.2365.4.2.	.2580.415.2.	2956713	282963	75327	1	8	2	undetermined	singular.singular 1p present.singular 2p present inversed	Noun.Verb
verschilt	3	1.75	558	235	8411	95	92	415	2.1725	1.9823	1.14	1.9685	WW	95	verschillen	415	.WW.	.95.	.415.	3187286	313786	76818	1	9	2	undetermined	singular 2p present.singular 3p present	Verb
verschoof	4	1.75	169	94	804	16	14	190	0.3659	1.2304	0.1735	1.1761	WW	16	verschuiven	190	.WW.	.16.	.190.	3024566	309713	79536	1	9	2	complex	singular past	Verb
verschool	5	1.75	67	52	445	12	12	284	0.2744	1.1139	0.1487	1.1139	WW	12	verschuilen	284	.WW.	.12.	.284.	3138700	320637	79829	1	9	2	complex	singular past	Verb
verschoond	1	2.2	66	49	164	46	45	209	1.0519	1.6721	0.5576	1.6628	WW	34	verschonen	174	.WW.N.ADJ.	.34.8.4.	.174.26.9.	3425031	408043	101492	1	10	2	complex	participle past	Verb
verschoot	5	1.55	58	31	305	2	2	39	0.0457	0.4771	0.0248	0.4771	WW	2	verschieten	39	.WW.	.2.	.39.	3210899	342362	80524	1	9	2	complex	singular past	Verb
verschrald	1	2.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3389117	345349	77822	NA	NA	NA	NA	NA	NA
verschrikt	0	1.85	470	176	620	11	11	17	0.2515	1.0792	0.1363	1.0792	WW	11	verschrikken	17	.WW.	.11.	.17.	3396530	340642	78745	1	10	2	complex	participle past.singular 2p present.singular 3p present	Verb
verschroeid	1	2.4	66	45	235	26	25	49	0.5946	1.4314	0.3098	1.415	WW	26	verschroeien	49	.WW.	.26.	.49.	4035533	367140	91374	1	11	2	complex	participle past	Verb
verschroomd	0	2.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3483905	358119	79930	NA	NA	NA	NA	NA	NA
verschuft	2	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2929672	303384	73451	NA	NA	NA	NA	NA	NA
verschuift	1	1.85	122	84	804	25	24	201	0.5717	1.415	0.2974	1.3979	WW	24	verschuiven	190	.WW.N.	.24.1.	.190.11.	3155501	327046	76805	1	10	2	complex	singular 2p present.singular 3p present	Verb
verschuind	1	2.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3325393	408113	93415	NA	NA	NA	NA	NA	NA
verschuit	3	1.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3111261	340397	88303	NA	NA	NA	NA	NA	NA
verse	6	1.5	1058	260	1307	493	415	1154	11.2739	2.6937	5.1425	2.6191	ADJ	492	vers	1153	.ADJ.WW.	.492.1.	.1153.1.	3040812	284056	50702	10	5	2	monomorphemic	positive suffix-e	Adjective
versie	2	1.7	746	265	904	557	465	607	12.7374	2.7466	5.7621	2.6684	N	556	versie	606	.N.SPEC.	.556.1.	.606.1.	3266641	307657	55637	10	6	2	monomorphemic	singular	Noun
versiep	4	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3352145	253689	52477	NA	NA	NA	NA	NA	NA
versierd	2	1.75	394	183	919	114	108	972	2.6069	2.0607	1.3383	2.0374	WW	112	versieren	970	.WW.TW.SPEC.	.112.1.1.	.970.1.1.	3694101	413917	73147	1	8	2	complex	participle past	Verb
versies	4	1.7	158	97	904	47	44	606	1.0748	1.6812	0.5452	1.6532	N	47	versie	606	.N.	.47.	.606.	3468450	299952	63671	10	7	2	monomorphemic	plural	Noun
versikt	3	1.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2993337	253421	52141	NA	NA	NA	NA	NA	NA
verslaafd	2	1.8	254	131	407	575	427	729	13.149	2.7604	5.2912	2.6314	WW	444	verslaven	495	.WW.ADJ.N.SPEC.	.444.123.6.2.	.495.226.6.2.	3260937	310709	56825	1	9	2	complex.lexicalised	participle past.positive	Adjective.Verb
verslaak	4	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3156855	282397	58436	NA	NA	NA	NA	NA	NA
verslaan	5	1.65	186	103	658	1503	924	2960	34.3705	3.1772	11.4498	2.9661	WW	1501	verslaan	2905	.WW.BW.N.	.1501.1.1.	.2905.1.54.	3337820	377123	67951	1	8	2	complex	infinitive.plural present	Verb
verslag	2	1.75	1520	366	1733	1056	752	1518	24.1485	3.0241	9.3185	2.8768	N	1055	verslag	1517	.N.WW.	.1055.1.	.1517.1.	2948429	251477	54154	1	7	2	undetermined	singular	Noun
versloeg	0	1.95	67	42	658	193	167	2906	4.4135	2.2878	2.0694	2.2253	WW	192	verslaan	2905	.WW.SPEC.	.192.1.	.2905.1.	3527390	274895	56171	1	8	2	complex	singular past	Verb
verslond	3	1.8	78	57	369	15	15	240	0.343	1.2041	0.1859	1.2041	WW	15	verslinden	240	.WW.	.15.	.240.	3241973	329823	73196	1	8	2	undetermined	singular past	Verb
versloort	3	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3497418	322179	71028	NA	NA	NA	NA	NA	NA
versneld	4	1.7	176	119	698	39	36	270	0.8918	1.6021	0.4461	1.5682	WW	36	versnellen	263	.WW.ADJ.TW.	.36.2.1.	.263.6.1.	3643891	313678	60701	1	8	2	complex.lexicalised	participle past.positive	Adjective.Verb
verspeeld	2	1.7	85	67	197	64	59	156	1.4635	1.8129	0.7311	1.7782	WW	64	verspelen	156	.WW.	.64.	.156.	4052307	359029	67519	1	9	2	complex	participle past	Verb
verspek	2	1.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3228265	255346	54948	NA	NA	NA	NA	NA	NA
verspend	2	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3571021	453831	103222	NA	NA	NA	NA	NA	NA
versperd	3	1.75	69	54	269	35	34	73	0.8004	1.5563	0.4213	1.5441	WW	35	versperren	73	.WW.	.35.	.73.	3553776	404571	75083	1	8	2	complex	participle past	Verb
verspeurd	1	1.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3636125	301726	60816	NA	NA	NA	NA	NA	NA
